id,slug,url,brand,supplier,supplierSourceUrl,range,rangeSlug,colour,category,shortDescription,thickness,boardSize,packSizeM2,installationMethod,finish,warrantySummary,suitableUse,cautionNotes,stockStatusLabel,primaryImage,altText,galleryStatus,specSheetUrl,wearLayer,coreType,acousticBacking,waterResistance,acRating,edgeDetail,species,totalThickness,structureCore,surfaceFinish,gradeCharacter,boardWidth,rawOrPrefinished,sandingFinishingNotes,plankOrTileFormat,commercialSuitability,sourceTag
avala-coastal-beige,avala-coastal-beige,/products/avala-coastal-beige/,,,,Avala,avala,Coastal Beige,Hybrid,"Avala Coastal Beige is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",6.5mm,1524 x 183 or 230 x 6.5mm,,Floating Floor (Licensed Click System),Confirm current supplier finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Kitchens, Apartments, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/avala/avala-coastal-beige.webp,Coastal Beige hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,6.5mm,,Confirm current supplier finish,,,,,,, live-aligned import
avala-jarrah,avala-jarrah,/products/avala-jarrah/,,,,Avala,avala,Jarrah,Hybrid,"Avala Jarrah is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",6.5mm,1524 x 183 or 230 x 6.5mm,,Floating Floor (Licensed Click System),Confirm current supplier finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Kitchens, Apartments, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/avala/avala-jarrah.webp,Jarrah hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,6.5mm,,Confirm current supplier finish,,,,,,, live-aligned import
avala-moschino,avala-moschino,/products/avala-moschino/,,,,Avala,avala,Moschino,Hybrid,"Avala Moschino is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",6.5mm,1524 x 183 or 230 x 6.5mm,,Floating Floor (Licensed Click System),Confirm current supplier finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Kitchens, Apartments, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/avala/avala-moschino.webp,Moschino hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,6.5mm,,Confirm current supplier finish,,,,,,, live-aligned import
avala-orchid-ash,avala-orchid-ash,/products/avala-orchid-ash/,,,,Avala,avala,Orchid Ash,Hybrid,"Avala Orchid Ash is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",6.5mm,1524 x 183 or 230 x 6.5mm,,Floating Floor (Licensed Click System),Confirm current supplier finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Kitchens, Apartments, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/avala/avala-orchid-ash.webp,Orchid Ash hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,6.5mm,,Confirm current supplier finish,,,,,,, live-aligned import
avala-pebble-grey,avala-pebble-grey,/products/avala-pebble-grey/,,,,Avala,avala,Pebble Grey,Hybrid,"Avala Pebble Grey is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",6.5mm,1524 x 183 or 230 x 6.5mm,,Floating Floor (Licensed Click System),Confirm current supplier finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Kitchens, Apartments, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/avala/avala-pebble-grey.webp,Pebble Grey hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,6.5mm,,Confirm current supplier finish,,,,,,, live-aligned import
avala-prague-oak,avala-prague-oak,/products/avala-prague-oak/,,,,Avala,avala,Prague Oak,Hybrid,"Avala Prague Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",6.5mm,1524 x 183 or 230 x 6.5mm,,Floating Floor (Licensed Click System),Confirm current supplier finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Kitchens, Apartments, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/avala/avala-prague-oak.webp,Prague Oak hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,6.5mm,,Confirm current supplier finish,,,,,,, live-aligned import
avala-spotted-gum,avala-spotted-gum,/products/avala-spotted-gum/,,,,Avala,avala,Spotted Gum,Hybrid,"Avala Spotted Gum is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",6.5mm,1524 x 183 or 230 x 6.5mm,,Floating Floor (Licensed Click System),Confirm current supplier finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Kitchens, Apartments, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/avala/avala-spotted-gum.webp,Spotted Gum hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,6.5mm,,Confirm current supplier finish,,,,,,, live-aligned import
avala-stamford-oak,avala-stamford-oak,/products/avala-stamford-oak/,,,,Avala,avala,Stamford Oak,Hybrid,"Avala Stamford Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",6.5mm,1524 x 183 or 230 x 6.5mm,,Floating Floor (Licensed Click System),Confirm current supplier finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Kitchens, Apartments, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/avala/avala-stamford-oak.webp,Stamford Oak hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,6.5mm,,Confirm current supplier finish,,,,,,, live-aligned import
avala-tasmanian-oak,avala-tasmanian-oak,/products/avala-tasmanian-oak/,,,,Avala,avala,Tasmanian Oak,Hybrid,"Avala Tasmanian Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",6.5mm,1524 x 183 or 230 x 6.5mm,,Floating Floor (Licensed Click System),Confirm current supplier finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Kitchens, Apartments, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/avala/avala-tas-oak.webp,Tasmanian Oak hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,6.5mm,,Confirm current supplier finish,,,,,,, live-aligned import
belle-vie-bellevue-avenue,belle-vie-bellevue-avenue,/products/belle-vie-bellevue-avenue/,,,,Belle Vie,belle-vie,Bellevue Avenue,Hybrid,"Belle Vie Bellevue Avenue is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",7mm,625 x 125 x 7mm,,Floating Floor (Licensed Click System),Ultra-matt PU finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Feature rooms, Apartments, Designer homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/belle-vie/belle-vie-bellevue-avenue.webp,Bellevue Avenue hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,7mm,,Ultra-matt PU finish,,,,,,, live-aligned import
belle-vie-blackbutt,belle-vie-blackbutt,/products/belle-vie-blackbutt/,,,,Belle Vie,belle-vie,Blackbutt,Hybrid,"Belle Vie Blackbutt is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",7mm,625 x 125 x 7mm,,Floating Floor (Licensed Click System),Ultra-matt PU finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Feature rooms, Apartments, Designer homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/belle-vie/belle-vie-blackbutt.webp,Blackbutt hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,7mm,,Ultra-matt PU finish,,,,,,, live-aligned import
belle-vie-cayman-oak,belle-vie-cayman-oak,/products/belle-vie-cayman-oak/,,,,Belle Vie,belle-vie,Cayman Oak,Hybrid,"Belle Vie Cayman Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",7mm,625 x 125 x 7mm,,Floating Floor (Licensed Click System),Ultra-matt PU finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Feature rooms, Apartments, Designer homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/belle-vie/belle-vie-cayman-oak.webp,Cayman Oak hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,7mm,,Ultra-matt PU finish,,,,,,, live-aligned import
belle-vie-highland-beige-oak,belle-vie-highland-beige-oak,/products/belle-vie-highland-beige-oak/,,,,Belle Vie,belle-vie,Highland Beige Oak,Hybrid,"Belle Vie Highland Beige Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",7mm,625 x 125 x 7mm,,Floating Floor (Licensed Click System),Ultra-matt PU finish,Confirm the current residential and commercial warranty for the exact hybrid collection before ordering.,"Living areas, Bedrooms, Feature rooms, Apartments, Designer homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/belle-vie/belle-vie-highland-beige-oak.webp,Highland Beige Oak hybrid flooring swatch,single-image-only,,Confirm current supplier wear layer or construction sheet,,,,,,,7mm,,Ultra-matt PU finish,,,,,,, live-aligned import
